Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Palm_oil.Loss,CropType.Palm_oil.Count,CropType.Palm_oil.Exposed_Value,CropType.Papaya.Loss,CropType.Papaya.Count,CropType.Papaya.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Taro.Loss,CropType.Taro.Count,CropType.Taro.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp585 (medium confidence),17,2020,0.028,5,0.1813,963662,371,17634620,1099,115524,32,7328286,43664,64,85804,804474,18,10219432,2.6999999999999997,0.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2020,0.028,10,0.0952,1323376,400,24048323,1137,206059,42,11832192,53253,75,101082,1064064,19,12113912,3.5663,0.052700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2020,0.028,25,0.0392,3965761,448,56560850,1222,483149,63,17697383,65714,88,123653,3416898,23,38738592,4.6844,0.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2020,0.028,50,0.0198,9290054,505,66472156,1299,1001938,94,24934109,81856,97,139772,8206260,29,41396975,5.9932,0.0689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2020,0.028,100,0.01,13518571,587,93327845,1405,2093336,138,49176656,103116,111,168822,11322118,36,43980961,8.184000000000001,0.07669999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2020,0.028,250,0.004,21701703,763,185740978,1629,5709822,257,117790815,151076,145,225711,15840804,38,67722823,12.164699999999998,0.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,1,0.6321,3260,181,86210,670,0,0,0,36,4,1900,3226,1,83642,0.11530000000000001,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,5,0.1813,1015302,375,18756233,1108,127408,33,8102002,45791,67,91236,842102,18,10561887,2.8310999999999997,0.0474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,10,0.0952,1381967,402,24598332,1153,220006,42,12057059,55178,76,106411,1106783,19,12433709,3.6575,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,25,0.0392,4443675,452,56927891,1233,518856,64,17805946,68346,89,128310,3856473,24,38992403,4.829699999999999,0.0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,50,0.0198,9640899,510,66955472,1312,1076881,97,25170685,84347,98,148069,8479672,30,41635405,6.1006,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,100,0.01,13871789,589,94788458,1422,2222939,140,50360767,106536,111,171973,11542314,36,44254297,8.475599999999998,0.0776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2030,0.066,250,0.004,22283729,769,189470927,1646,6008412,262,120480666,154374,145,227813,16120942,38,68760803,12.397199999999998,0.1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,1,0.6321,5522,191,127912,705,0,0,0,58,6,2436,5464,1,124771,0.1341,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,5,0.1813,1081098,379,20188590,1116,142606,34,9119761,48399,69,95020,890092,18,10972693,2.9918,0.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,10,0.0952,1455619,409,25939168,1170,238530,44,13036928,57538,77,110646,1159551,19,12790425,3.7699,0.0553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,25,0.0392,5076026,457,57581093,1240,565113,67,18159723,71676,90,131835,4439237,25,39288295,4.9942,0.06420000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,50,0.0198,10072463,523,67525802,1343,1171259,102,25443745,87463,101,155111,8813740,32,41925603,6.2623,0.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,100,0.01,14316605,600,96183425,1440,2389813,146,51392353,110744,114,175624,11816047,36,44614009,8.821499999999999,0.07880000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2040,0.113,250,0.004,23013901,779,193154814,1660,6384924,268,122820735,158574,148,229915,16470400,38,70102504,12.6848,0.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,1,0.6321,8670,199,137061,746,0,0,0,123,9,10008,8547,1,126307,0.1664,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,5,0.1813,1174576,389,22495005,1136,164385,38,10926022,51779,71,97237,958414,18,11470610,3.1985,0.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,10,0.0952,1557476,421,28016570,1188,267370,48,14745975,60620,81,115607,1229485,22,13153800,3.9170000000000003,0.056499999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,25,0.0392,6066904,470,60294539,1263,633356,73,20102618,76351,90,132190,5357200,26,40058467,5.173,0.06509999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,50,0.0198,10633883,535,69969731,1354,1301572,109,27485427,91724,102,157136,9240589,33,42325815,6.575299999999999,0.0719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,100,0.01,14938179,622,109239168,1485,2632623,158,63468362,116266,119,184586,12189291,37,45584736,9.243400000000001,0.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2050,0.175,250,0.004,24012692,802,198145149,1722,6906435,283,125833101,164574,152,236555,16941687,38,72073771,13.1002,0.1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,1,0.6321,14078,214,218625,774,0,0,0,250,16,15349,13827,2,202501,0.19210000000000002,6.000000000000001E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,5,0.1813,1278679,402,23643045,1156,189285,39,11651348,55474,76,104430,1033917,19,11886111,3.4037999999999995,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,10,0.0952,1867095,437,40025320,1214,313748,53,15896001,64350,86,120971,1488996,23,24007134,4.0985,0.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,25,0.0392,7194891,491,62791317,1292,726286,83,22043730,81235,96,137357,6387369,27,40608938,5.4499,0.06659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,50,0.0198,11274162,558,78160841,1369,1457540,120,35218053,96358,108,161445,9720264,34,42779973,6.9601999999999995,0.07379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,100,0.01,15663691,652,116352790,1512,2930980,175,69176236,122184,128,192672,12610529,37,46982372,9.792399999999999,0.0859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2060,0.244,250,0.004,25121179,833,205121170,1756,7530526,304,130694054,170808,156,242709,17419844,38,74182652,13.5131,0.15969999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,1,0.6321,21928,224,409827,804,0,0,0,437,18,19547,21492,2,389475,0.2107,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,5,0.1813,1391064,413,24155104,1178,216694,42,11773017,59506,82,113853,1114864,19,12267056,3.6124999999999994,0.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,10,0.0952,2417868,445,54643883,1238,374058,58,16716798,68755,89,128679,1975055,23,37797168,4.317699999999999,0.059800000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,25,0.0392,8328949,506,64987636,1325,842808,92,23781912,86257,98,141934,7399883,28,41062464,5.7756,0.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,50,0.0198,11988230,580,84458256,1389,1640489,134,41006599,101667,113,167794,10246073,34,43282475,7.419300000000001,0.0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,100,0.01,16477630,677,123218658,1535,3279434,189,74041220,128317,134,200960,13069879,37,48974942,10.404799999999998,0.0919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2070,0.318,250,0.004,26311568,857,212051194,1783,8246795,317,135368190,177071,160,244814,17887704,38,76436409,13.9363,0.16629999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,1,0.6321,34837,228,948348,840,0,0,0,694,19,25734,34143,3,921774,0.2189,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,5,0.1813,1517974,419,26298089,1213,248073,44,13418078,64315,84,121325,1205586,19,12757473,3.8556,0.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,10,0.0952,3371544,451,56080716,1250,447325,60,17300130,74395,90,130761,2849824,24,38648575,4.6073,0.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,25,0.0392,9266297,517,67110979,1358,994347,97,25377832,91768,99,143913,8180182,30,41587876,6.0662,0.0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,50,0.0198,12841323,592,93906771,1439,1874264,139,49861586,108946,116,172792,10858113,34,43870954,8.0212,0.0776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,100,0.01,17429574,686,135541562,1585,3704634,194,82991248,134852,136,208200,13590088,37,52340529,10.9911,0.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2080,0.4,250,0.004,27655518,874,223475478,1907,9110572,327,143531476,183457,161,249137,18361489,39,79692958,14.4616,0.1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,1,0.6321,65219,240,1682913,871,0,1,180990,2495,22,28022,62723,4,1473030,0.24609999999999999,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,5,0.1813,1698645,440,29480256,1238,305174,53,15786543,70233,89,129331,1323236,22,13563144,4.1746,0.059199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,10,0.0952,4589582,468,57609225,1274,544318,67,18044873,81687,96,140053,3963575,24,39423025,4.9697000000000005,0.06570000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,25,0.0392,10186339,542,69394265,1367,1205310,110,27052149,98487,108,161926,8882543,30,42178823,6.581300000000001,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,50,0.0198,13860811,614,97807240,1495,2225965,149,53019270,117738,122,185372,11517107,34,44601103,8.866800000000001,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,100,0.01,18694283,720,163109599,1613,4297602,216,102498633,144312,144,222211,14252368,37,60387142,11.587599999999998,0.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2090,0.503,250,0.004,29497299,898,229798897,1937,10341950,345,147707747,190636,166,255142,18964714,39,81834071,14.9668,0.18070000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,1,0.6321,96750,252,2177462,918,0,2,289639,4922,25,29738,91827,5,1857167,0.34130000000000005,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,5,0.1813,2543688,452,55032824,1254,387677,56,16791279,76794,93,135145,2079214,24,38105146,4.447,0.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,10,0.0952,6119637,490,62141856,1300,651202,79,21539039,88409,99,142865,5380025,27,40458652,5.305899999999999,0.06839999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,25,0.0392,11083936,565,82460337,1396,1422745,122,39275796,104893,112,165262,9556297,33,43017883,7.1627,0.0764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,50,0.0198,14819281,643,115290722,1548,2604781,161,69088792,124806,130,199336,12089693,37,46001046,9.562299999999999,0.0848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,100,0.01,20035467,753,177728831,1650,4945311,238,110113873,153041,149,228454,14937115,38,67384854,12.116999999999999,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2100,0.601,250,0.004,31350849,934,240089242,1963,11609965,372,155555370,196684,172,269200,19544198,39,84262709,15.5945,0.1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,1,0.6321,107197,261,2342820,922,0,5,318573,5830,28,31500,101370,5,1991825,0.3440000000000001,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,5,0.1813,2858265,463,55537645,1254,412638,64,17041240,78688,96,136212,2366941,24,38358939,4.5262,0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,10,0.0952,6562209,507,62967691,1311,687478,89,22231733,90153,100,143319,5784577,27,40591328,5.4506,0.0688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,25,0.0392,11345279,585,84610480,1403,1490169,132,41236623,106721,118,168091,9748389,34,43204363,7.2949,0.0771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,50,0.0198,15107066,661,116637909,1555,2725352,172,69790634,126690,134,200216,12255022,37,46645504,9.754399999999999,0.0868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,100,0.01,20438353,783,181746012,1672,5148920,257,113545087,155317,154,230295,15134116,38,67968959,12.2713,0.14429999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2110,0.628,250,0.004,31878444,963,241776944,1993,11990636,390,156950166,198292,175,271068,19689515,39,84553718,15.7289,0.18860000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,1,0.6321,147650,277,3420718,933,20,10,762134,8815,30,36148,138814,10,2621503,0.3925,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,5,0.1813,3992495,488,57768862,1276,501648,77,18483802,85101,99,141257,3405745,26,39142526,4.822699999999999,0.06609999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,10,0.0952,7979591,537,65916353,1345,825474,104,24695389,96118,108,145587,7057997,29,41074034,5.9251,0.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,25,0.0392,12257060,618,92127403,1436,1739631,149,48096152,113103,126,176656,10404326,34,43853159,7.8217,0.07930000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,50,0.0198,16124517,709,126222864,1588,3161518,202,76414290,133422,146,204946,12829578,37,49602040,10.435699999999999,0.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,100,0.01,21861488,820,194207672,1729,5877916,282,123678170,163114,163,237416,15820459,38,70290358,12.838499999999998,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2120,0.721,250,0.004,33739460,1071,249836386,2110,13339099,470,163853258,203991,182,277083,20196369,45,85703936,16.2738,0.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,1,0.6321,195095,288,5839416,942,102,13,2534136,11270,36,42319,183723,10,3262020,0.5105000000000001,0.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,5,0.1813,5260983,511,61355283,1312,596778,88,21300526,90876,104,144265,4573329,27,39909182,5.201499999999999,0.0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,10,0.0952,8985106,560,67957096,1376,1000361,113,26162708,101722,118,159526,7883023,30,41633487,6.2673000000000005,0.0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,25,0.0392,13167900,638,96038622,1489,2034876,154,51343102,119518,132,184015,11013504,36,44510016,8.565399999999999,0.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,50,0.0198,17184269,735,146604112,1614,3647402,220,91471305,140708,152,217150,13396160,37,54914045,11.1153,0.1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,100,0.01,23339631,859,203093038,1786,6666357,305,129315513,170475,172,249780,16502801,38,73525960,13.4693,0.1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2130,0.81,250,0.004,35664082,1130,266846306,2211,14751820,512,179264063,209996,190,286090,20702266,46,87293942,17.081899999999997,0.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,1,0.6321,238268,289,8003439,952,178,13,4110810,13499,36,46950,224589,10,3844728,0.6129,0.017499999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,5,0.1813,6412529,513,64275255,1359,683358,88,23574008,96128,105,147067,5633044,27,40552819,5.5513,0.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,10,0.0952,9900183,560,69722044,1403,1159528,113,27410406,106808,118,170178,8633847,30,42140058,6.5777,0.0746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,25,0.0392,13996840,641,99511240,1533,2303583,155,54212231,125356,134,191478,11567902,36,45105998,9.2516,0.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,50,0.0198,18148743,739,163448151,1636,4089608,222,103477188,147334,154,229023,13911800,37,59740304,11.7326,0.1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,100,0.01,24684897,862,210721722,1832,7383924,306,133986730,177170,173,262525,17123802,38,76470633,14.041100000000002,0.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2140,0.891,250,0.004,37415676,1132,281179537,2306,16037553,513,192143721,215452,190,293191,21162672,46,88740317,17.8142,0.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,1,0.6321,282925,305,8998171,970,726,15,4460499,15976,43,54724,266223,11,4481979,0.8332,0.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,5,0.1813,7667512,533,65971855,1384,796175,98,24795372,101104,111,150392,6770233,28,41024707,5.916799999999999,0.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,10,0.0952,10621118,584,77188156,1428,1330750,126,34233541,110869,122,174473,9179498,33,42778713,7.078799999999999,0.07640000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,25,0.0392,14784717,670,112681419,1570,2622686,171,65982279,130666,142,202315,12031366,37,46495255,9.8506,0.0872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,50,0.0198,19183200,770,173379790,1671,4589811,243,107817635,153583,156,231741,14439807,38,65328742,12.2497,0.13820000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,100,0.01,26044019,895,220007346,1879,8167917,331,140459115,182839,174,265971,17693263,38,79280381,14.5259,0.1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),17,2150,0.968,250,0.004,39293038,1192,301872751,2394,17432004,556,211520403,220936,195,297869,21640097,47,90052085,18.4595,0.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),50,2020,0.053,1,0.6321,2647,180,70421,659,0,0,0,30,4,1750,2618,1,68012,0.1101,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp585 (medium confidence),50,2020,0.053,5,0.1813,997637,375,18376298,1105,123341,33,7840564,45066,67,89897,829229,18,10444732,2.7862999999999998,0.047099999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
