Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Banana.Loss,CropType.Banana.Count,CropType.Banana.Exposed_Value,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Cultivated_Land.Loss,CropType.Cultivated_Land.Count,CropType.Cultivated_Land.Exposed_Value,CropType.Mixed_Crops.Loss,CropType.Mixed_Crops.Count,CropType.Mixed_Crops.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,CropType.Yam.Loss,CropType.Yam.Count,CropType.Yam.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp119 (medium confidence),5,2130,0.184,250,0.004,21618278,4374,417010105,28118,10031059,1496,357062741,102963,1004,497268,11484258,34,59421977,59.3761,0.1393,,,,,,,98715,997,486115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76005,149,838714,613181,86,23775154,4865322,829,118766791
ssp119 (medium confidence),5,2140,0.188,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),5,2140,0.188,5,0.1813,5122040,3263,213028551,23991,2602591,958,191157063,53414,686,337358,2466036,20,21510140,33.60170000000001,0.1114,,,,,,,50285,683,333261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18952,101,589548,181148,63,13917354,1000883,544,81070938
ssp119 (medium confidence),5,2140,0.188,10,0.0952,6681494,3440,257897767,24553,3362672,1040,212771004,60819,741,365070,3258001,22,44737139,37.5927,0.1199,,,,,,,57466,737,359711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25770,108,610392,229298,69,17317117,1366655,586,86695587
ssp119 (medium confidence),5,2140,0.188,25,0.0392,9689979,3701,313674920,25770,4599951,1167,261304836,71094,810,399724,5018934,24,51944591,43.3503,0.1276,,,,,,,67457,805,392931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36407,123,685337,311921,73,20337149,2018689,653,95813139
ssp119 (medium confidence),5,2140,0.188,50,0.0198,12728271,3884,335896913,26608,5768400,1253,279348266,79589,865,427495,6880279,28,56094544,47.9576,0.1328,,,,,,,75727,859,419440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46420,127,723713,388410,77,21082730,2648279,701,102761897
ssp119 (medium confidence),5,2140,0.188,100,0.01,16595243,4089,363185158,27032,7318831,1362,304103974,88957,918,454157,9187454,34,58599996,53.154599999999995,0.13610000000000003,,,,,,,84939,912,445930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57951,134,748036,471361,79,22089588,3443796,761,110047886
ssp119 (medium confidence),5,2140,0.188,250,0.004,21744654,4375,419499690,28141,10107727,1497,359521353,103357,1004,498502,11533572,34,59451694,59.5323,0.1394,,,,,,,99099,997,487218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76509,149,840653,617709,86,23839035,4900547,829,119025129
ssp119 (medium confidence),5,2150,0.194,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),5,2150,0.194,5,0.1813,5179468,3263,214661952,24030,2637143,958,192728717,53823,686,338745,2488502,20,21570460,33.8064,0.1118,,,,,,,50674,683,334648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19265,101,590787,183573,63,13956435,1016157,544,81451357
ssp119 (medium confidence),5,2150,0.194,10,0.0952,6770765,3444,261155889,24604,3403250,1042,214475393,61259,741,366602,3306256,22,46289291,37.8154,0.1202,,,,,,,57887,737,361157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26148,108,611593,232147,69,17543590,1385935,588,87621143
ssp119 (medium confidence),5,2150,0.194,25,0.0392,9809075,3705,316460500,25858,4652994,1170,263878811,71573,810,401374,5084509,24,52154456,43.6184,0.1278,,,,,,,67916,805,394495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36874,123,689152,316036,73,20483190,2045649,654,96297343
ssp119 (medium confidence),5,2150,0.194,50,0.0198,12890150,3885,337205758,26660,5832349,1253,280417056,80102,866,429723,6977699,28,56332321,48.2192,0.1331,,,,,,,76218,860,421497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46979,127,728328,393015,77,21128304,2680874,701,103203339
ssp119 (medium confidence),5,2150,0.194,100,0.01,16794457,4092,364703048,27064,7402793,1362,305528834,89501,920,456554,9302163,34,58690596,53.452600000000004,0.1364,,,,,,,85465,914,448241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58577,134,749065,476378,79,22170683,3483822,761,110462267
ssp119 (medium confidence),5,2150,0.194,250,0.004,21934219,4375,422958214,28177,10222729,1497,362933418,103946,1004,500351,11607543,34,59496268,59.7665,0.1397,,,,,,,99673,997,488871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77267,149,843562,624503,86,23934857,4953386,829,119412636
ssp119 (medium confidence),17,2020,0.026,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2020,0.026,5,0.1813,3642739,3055,158211818,22830,1757027,853,139815958,42593,631,298875,1843120,19,18074155,27.852,0.1003,,,,,,,40052,628,294778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11315,94,548790,119108,59,11674335,626478,482,69323635
ssp119 (medium confidence),17,2020,0.026,10,0.0952,4645823,3218,198460707,23619,2337486,937,177150807,49276,674,320758,2259061,20,20965523,31.665300000000002,0.1083,,,,,,,46449,671,316661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16452,99,584849,157535,62,13423060,891809,532,78536381
ssp119 (medium confidence),17,2020,0.026,25,0.0392,6572774,3451,256403159,24417,3271595,1041,208324883,58508,744,354715,3242674,22,47699142,36.6307,0.1186,,,,,,,55377,740,350245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24548,108,607561,213903,66,14920391,1348410,587,84952551
ssp119 (medium confidence),17,2020,0.026,50,0.0198,8847083,3624,286962157,25041,4162642,1128,236605579,66177,785,379589,4618265,24,49951948,40.7132,0.1253,,,,,,,62854,781,374058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32269,121,636588,270334,72,16681398,1827184,631,91287544
ssp119 (medium confidence),17,2020,0.026,100,0.01,11630941,3835,320904372,25891,5279046,1224,266571799,74690,850,405625,6277206,29,53901057,45.27250000000001,0.1296,,,,,,,71163,845,399721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41904,127,673668,341830,75,20484783,2442576,683,98003140
ssp119 (medium confidence),17,2020,0.026,250,0.004,16598294,4116,356109896,27056,7296442,1359,297362194,87794,929,448711,9214058,34,58271936,52.4522,0.1339,,,,,,,83989,923,441373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57137,136,755686,450879,78,20954407,3556255,759,108037081
ssp119 (medium confidence),17,2030,0.052,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2030,0.052,5,0.1813,3866558,3081,168831948,23065,1876064,867,149533175,44286,636,305143,1946208,19,18970569,28.8172,0.1023,,,,,,,41638,633,301046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12381,94,556724,128414,60,12271765,679325,491,71200073
ssp119 (medium confidence),17,2030,0.052,10,0.0952,4901035,3246,205698318,23743,2488580,947,184027131,51066,686,328561,2361386,20,21318882,32.5935,0.11030000000000001,,,,,,,48146,683,324464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17782,100,587327,168065,63,13652316,959297,537,79603814
ssp119 (medium confidence),17,2030,0.052,25,0.0392,7054295,3485,263904611,24567,3464981,1060,215407835,60462,753,362252,3528851,22,48109957,37.623099999999994,0.12040000000000001,,,,,,,57253,749,357409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26309,110,613620,227134,69,16595851,1444986,597,86683646
ssp119 (medium confidence),17,2030,0.052,50,0.0198,9376552,3670,296884323,25354,4397284,1146,245586682,68254,801,387264,4911012,24,50885023,41.9142,0.1264,,,,,,,64848,797,381733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34369,121,643425,288090,72,17992970,1947715,641,92934352
ssp119 (medium confidence),17,2030,0.052,100,0.01,12348574,3874,327441906,26143,5563053,1243,271921977,76920,864,415208,6708599,30,55078579,46.505799999999994,0.13090000000000002,,,,,,,73305,859,408931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44314,127,694494,361485,76,20666980,2588087,696,100171023
ssp119 (medium confidence),17,2030,0.052,250,0.004,17429628,4157,360390738,27240,7691561,1379,301449360,90227,944,457399,9647840,34,58456740,53.732800000000005,0.1348,,,,,,,86343,938,449689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60040,139,771765,474483,80,21215159,3756294,771,109953995
ssp119 (medium confidence),17,2040,0.078,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2040,0.078,5,0.1813,4090374,3087,180068056,23265,1995103,872,159866958,45975,636,310770,2049295,19,19867063,29.7851,0.1044,,,,,,,43219,633,306673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13448,94,564660,137720,60,12852646,732174,496,73834073
ssp119 (medium confidence),17,2040,0.078,10,0.0952,5156242,3258,212706657,23912,2639674,952,190673738,52853,689,335980,2463713,20,21673027,33.5373,0.1124,,,,,,,49841,686,331883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19111,101,590772,178593,63,13838216,1026783,538,80567663
ssp119 (medium confidence),17,2040,0.078,25,0.0392,7535802,3505,272475734,24742,3658369,1071,223561425,62413,756,369788,3815020,22,48519780,38.5947,0.1223,,,,,,,59124,752,364573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28071,111,624187,240365,69,17462179,1541562,603,89087466
ssp119 (medium confidence),17,2040,0.078,50,0.0198,9906013,3687,308340184,25576,4631929,1156,256101940,70325,806,394811,5203759,24,51817857,43.11,0.1276,,,,,,,66838,802,389280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36468,121,650260,305845,72,19304541,2068246,646,94890298
ssp119 (medium confidence),17,2040,0.078,100,0.01,13066210,3885,334319603,26436,5847058,1245,277605734,79148,869,424919,7140003,31,56262515,47.7392,0.1321,,,,,,,75445,864,418269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46726,127,715319,381139,76,20793305,2733597,697,102282109
ssp119 (medium confidence),17,2040,0.078,250,0.004,18260953,4167,365281344,27453,8086681,1385,306147678,92650,945,464551,10081622,34,58641662,55.0161,0.1356,,,,,,,88688,939,456468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62944,139,785965,498090,81,22080267,3956332,774,111916509
ssp119 (medium confidence),17,2050,0.123,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2050,0.123,5,0.1813,4499890,3211,191649907,23522,2228277,934,170449489,48970,672,320743,2222642,20,20856154,31.374200000000002,0.10750000000000001,,,,,,,46048,669,316646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15553,100,575817,154887,63,13493973,835434,530,76432636
ssp119 (medium confidence),17,2050,0.123,10,0.0952,5714381,3376,227177804,24102,2923075,1008,198885466,56045,723,346431,2735262,22,27921804,35.173700000000004,0.1157,,,,,,,52886,719,342004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21682,108,597376,198426,66,14245678,1157793,565,82296656
ssp119 (medium confidence),17,2050,0.123,25,0.0392,8389897,3634,284736493,25015,4025332,1134,235228873,65889,790,379362,4298674,23,49103242,40.4391,0.1249,,,,,,,62460,786,373831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31351,117,632028,267337,72,18705619,1726626,636,91682551
ssp119 (medium confidence),17,2050,0.123,50,0.0198,10967680,3817,320149829,25998,5075614,1223,266775446,74034,845,405882,5818033,24,52942503,45.122099999999996,0.1297,,,,,,,70398,840,400021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40381,127,673730,338522,76,20526081,2295179,683,97577362
ssp119 (medium confidence),17,2050,0.123,100,0.01,14437095,4022,345669741,26727,6409229,1327,287589205,83095,899,436044,7944771,34,57617765,49.9093,0.1339,,,,,,,79253,893,428749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51168,131,735201,417004,79,21211059,3010161,739,105092675
ssp119 (medium confidence),17,2050,0.123,250,0.004,19691032,4312,380190333,27733,8861859,1464,320717812,96953,984,476198,10732219,34,58968590,56.9905,0.1372,,,,,,,92864,977,467045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68304,146,805333,544106,84,22756929,4328140,813,114238842
ssp119 (medium confidence),17,2060,0.141,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2060,0.141,5,0.1813,4672180,3241,195135642,23645,2331933,946,173749393,50205,683,325885,2290040,20,21036719,31.9802,0.1086,,,,,,,47226,680,321788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16494,100,579292,162160,63,13611217,881251,537,77481879
ssp119 (medium confidence),17,2060,0.141,10,0.0952,5982201,3412,236184139,24202,3044810,1029,203230071,57370,732,351250,2880022,22,32578617,35.8486,0.1168,,,,,,,54157,728,346565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22814,108,600980,206974,68,15509679,1215630,579,83493235
ssp119 (medium confidence),17,2060,0.141,25,0.0392,8757050,3672,293335674,25207,4184457,1152,242625546,67335,802,384794,4505259,24,50300127,41.2391,0.12560000000000002,,,,,,,63849,798,379263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32752,122,652956,279683,72,19105059,1807505,644,92850098
ssp119 (medium confidence),17,2060,0.141,50,0.0198,11460179,3856,324893133,26175,5267463,1238,270228198,75573,856,411844,6117143,27,54226915,45.909,0.1305,,,,,,,71874,850,405137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42053,127,687572,352337,77,20725746,2392959,693,99082284
ssp119 (medium confidence),17,2060,0.141,100,0.01,15034737,4062,350650670,26816,6661119,1349,292293497,84722,910,440999,8288897,34,57889357,50.799099999999996,0.1345,,,,,,,80832,904,433446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53047,132,738618,432057,79,21454344,3130245,753,106672417
ssp119 (medium confidence),17,2060,0.141,250,0.004,20259732,4348,391014407,27851,9206868,1480,331401432,98729,997,482599,10954133,34,59102525,57.6977,0.1377,,,,,,,94593,990,472856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70576,147,816154,564490,85,23065805,4486653,819,115130727
ssp119 (medium confidence),17,2070,0.174,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2070,0.174,5,0.1813,4988040,3258,209215911,23885,2521969,957,187488879,52458,685,333757,2413613,20,21369390,33.1241,0.1106,,,,,,,49373,682,329660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18219,100,585665,175492,63,13826165,965248,544,80183289
ssp119 (medium confidence),17,2070,0.174,10,0.0952,6473195,3434,251338373,24460,3267990,1037,209837697,59791,739,360765,3145413,22,41115452,37.073100000000004,0.119,,,,,,,56480,735,355607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24890,108,607589,222648,69,16788681,1321669,584,85822481
ssp119 (medium confidence),17,2070,0.174,25,0.0392,9412088,3696,306138913,25630,4476188,1162,254262681,69975,810,395872,4865924,24,51454730,42.7207,0.1269,,,,,,,66383,805,389280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35319,122,671921,302317,73,19996389,1955783,652,94971288
ssp119 (medium confidence),17,2070,0.174,50,0.0198,12350509,3878,332583726,26488,5619185,1249,276603621,78394,864,423010,6652930,27,55530608,47.347300000000004,0.1321,,,,,,,74580,858,415357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45120,127,712948,377664,77,20976394,2572228,699,101598638
ssp119 (medium confidence),17,2070,0.174,100,0.01,16130413,4082,359320652,26965,7122917,1359,300455097,87695,916,449990,8919800,34,58388600,52.459,0.13570000000000002,,,,,,,83715,910,441964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56490,133,744180,459653,79,21900367,3350396,760,109051304
ssp119 (medium confidence),17,2070,0.174,250,0.004,21302336,4372,411265883,28058,9839386,1495,351396318,101979,1003,493820,11360972,34,59347686,58.9859,0.1389,,,,,,,97757,996,482996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74743,148,832322,601857,86,23615451,4777260,829,118120947
ssp119 (medium confidence),17,2080,0.198,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2080,0.198,5,0.1813,5217754,3263,215750884,24055,2660177,958,193776486,54097,686,339670,2503480,20,21610674,33.9429,0.1121,,,,,,,50935,683,335573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19475,101,591613,185189,63,13982490,1026338,544,81704972
ssp119 (medium confidence),17,2080,0.198,10,0.0952,6830279,3444,262975532,24628,3430302,1042,215259220,61553,741,367624,3338425,22,47324059,37.9638,0.1205,,,,,,,58170,737,362122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26399,108,612395,234047,69,17694572,1398788,588,87885751
ssp119 (medium confidence),17,2080,0.198,25,0.0392,9888473,3705,318081053,25899,4688355,1170,265358311,71892,810,402474,5128225,24,52294367,43.7972,0.1279,,,,,,,68223,805,395538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37185,123,691695,318779,73,20580550,2063623,654,96527343
ssp119 (medium confidence),17,2080,0.198,50,0.0198,12998070,3885,338078033,26694,5874982,1253,281129583,80445,866,430920,7042645,28,56490837,48.3935,0.1333,,,,,,,76547,860,422579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47350,127,731404,396085,77,21158686,2702603,701,103497634
ssp119 (medium confidence),17,2080,0.198,100,0.01,16927267,4092,365714845,27083,7458769,1362,306478740,89862,920,457576,9378637,34,58751447,53.661100000000005,0.1366,,,,,,,85815,914,449206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58995,134,749751,479723,79,22224746,3510508,761,110738521
ssp119 (medium confidence),17,2080,0.198,250,0.004,22060596,4376,425264382,28201,10299399,1497,365208128,104340,1005,502066,11656856,34,59525985,59.922599999999996,0.13979999999999998,,,,,,,100056,998,490455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77771,149,845502,629033,86,23998738,4988611,829,119670973
ssp119 (medium confidence),17,2090,0.229,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2090,0.229,5,0.1813,5579400,3394,229803406,24171,2863839,1017,200240035,56352,728,346399,2659210,22,29192800,35.1095,0.1145,,,,,,,53097,724,341886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21399,107,597422,199811,69,15090135,1120786,571,82752435
ssp119 (medium confidence),17,2090,0.229,10,0.0952,7400490,3593,269991665,24851,3680574,1119,221284907,63968,776,373130,3655946,22,48308780,39.187,0.1224,,,,,,,60488,772,367599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28655,117,629133,252215,72,18027230,1523897,627,89175359
ssp119 (medium confidence),17,2090,0.229,25,0.0392,10690221,3833,322965419,26112,5022753,1234,269809163,74499,847,408577,5592970,24,52721566,45.138099999999994,0.1294,,,,,,,70738,841,401196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39991,127,701990,342827,79,21099769,2227673,683,97797703
ssp119 (medium confidence),17,2090,0.229,50,0.0198,14014659,4042,344381451,26791,6306885,1340,286692444,83197,902,436656,7624576,34,57225562,49.8365,0.1344,,,,,,,79229,896,428257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50554,135,739060,422037,80,21779198,2897729,743,104942508
ssp119 (medium confidence),17,2090,0.229,100,0.01,17906008,4257,376334814,27239,7985311,1451,316883539,92795,964,465173,9827901,34,58958864,54.88549999999999,0.1374,,,,,,,88672,957,455824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62542,147,776836,511043,82,22597251,3752485,802,112267505
ssp119 (medium confidence),17,2090,0.229,250,0.004,23075312,4530,431819314,28399,10965045,1574,371539902,107597,1052,510022,12002670,34,59740992,61.233000000000004,0.14079999999999998,,,,,,,103197,1044,497930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82114,159,857309,669020,91,24458034,5298885,870,122029063
ssp119 (medium confidence),17,2100,0.243,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2100,0.243,5,0.1813,5744752,3409,235696450,24276,2956597,1023,202478012,57379,732,350270,2730777,22,32843891,35.648399999999995,0.11549999999999999,,,,,,,54082,728,345557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22278,110,603165,206480,69,15618572,1163924,572,83197197
ssp119 (medium confidence),17,2100,0.243,10,0.0952,7661409,3613,274758365,25009,3794865,1128,225821559,65071,782,376809,3801472,22,48534987,39.7547,0.12340000000000001,,,,,,,61547,778,371278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29684,117,637019,260527,72,18151380,1581193,633,89853332
ssp119 (medium confidence),17,2100,0.243,25,0.0392,11058176,3859,325830177,26215,5175650,1252,272491834,75684,851,412103,5806843,25,52900024,45.7551,0.1301,,,,,,,71881,845,404522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41270,128,710507,353775,79,21326926,2302531,693,98547654
ssp119 (medium confidence),17,2100,0.243,50,0.0198,14479385,4072,350156749,26850,6505099,1358,292147075,84452,910,440827,7889832,34,57541995,50.491,0.135,,,,,,,80455,904,432428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52012,136,743293,433825,80,22071423,2986684,753,105891264
ssp119 (medium confidence),17,2100,0.243,100,0.01,18346449,4281,382764714,27318,8225993,1469,323223345,94127,968,469440,10026329,34,59044611,55.432900000000004,0.13799999999999998,,,,,,,89970,961,459632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64153,147,789744,525357,83,22787760,3862861,814,113918271
ssp119 (medium confidence),17,2100,0.243,250,0.004,23543808,4552,435441806,28551,11267884,1582,374641263,109082,1060,515015,12166842,35,60256978,61.82769999999999,0.1412,,,,,,,104629,1052,502721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84089,160,862835,687231,91,24664343,5440169,873,123496000
ssp119 (medium confidence),17,2110,0.266,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp119 (medium confidence),17,2110,0.266,5,0.1813,6016400,3424,245979733,24449,3108987,1028,206756368,59064,737,357315,2848348,22,38841601,36.5243,0.1173,,,,,,,55700,733,352272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23722,110,609123,217438,69,16486717,1234792,574,83944772
ssp119 (medium confidence),17,2110,0.266,10,0.0952,8090060,3626,281219186,25208,3982628,1135,231904186,66882,787,383073,4040550,22,48906720,40.6894,0.1248,,,,,,,63284,783,377542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31373,118,654005,274184,73,18452620,1675322,636,91166134
ssp119 (medium confidence),17,2110,0.266,25,0.0392,11662601,3871,330236654,26397,5426840,1257,276605438,77632,855,418259,6158131,25,53186561,46.754599999999996,0.1311,,,,,,,73762,849,410348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43372,128,719891,371759,79,21700112,2425509,696,100064519
ssp119 (medium confidence),17,2110,0.266,50,0.0198,15242855,4089,357763170,26952,6830737,1369,299227589,86507,913,446779,8325612,34,58061848,51.5662,0.1359,,,,,,,82460,907,438380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54406,137,759198,453188,80,22551506,3132824,759,107438970
